#datatype measurement,tag,field,field,field,field,field,tag,dateTime:RFC3339
#group false,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,false
m,location,wind_avg,precip,temp_avg,temp_max,temp_min,id,time
weather,Hayward,7.16,0.22,62,67,54,1605571200000000000,2023-11-05T05:21:00Z
weather,Hayward,5.82,0.13,61,66,52,1605657600000000000,2023-11-05T05:22:00Z
weather,Hayward,5.82,0,55,65,44,1605744000000000000,2023-11-05T05:23:00Z
weather,Hayward,4.7,0,54,67,44,1605830400000000000,2023-11-05T05:24:00Z
weather,Hayward,3.8,0,53,64,42,1605916800000000000,2023-11-05T05:25:00Z
weather,Hayward,4.92,0,51,62,41,1606003200000000000,2023-11-05T05:26:00Z
weather,Hayward,3.8,0.03,54,62,49,1606089600000000000,2023-11-05T05:27:00Z
weather,Hayward,5.82,0,53,67,44,1606176000000000000,2023-11-05T05:28:00Z
weather,Hayward,7.16,0,56,64,46,1606262400000000000,2023-11-05T05:29:00Z
weather,Hayward,6.04,0,53,67,40,1606348800000000000,2023-11-05T05:30:00Z
weather,Hayward,3.13,0,53,65,40,1606435200000000000,2023-11-05T05:31:00Z
weather,Hayward,4.47,0,51,61,39,1606521600000000000,2023-11-05T05:32:00Z
weather,Hayward,3.36,0,50,62,39,1606608000000000000,2023-11-05T05:33:00Z
weather,Hayward,3.13,0,51,64,39,1606694400000000000,2023-11-05T05:34:00Z
weather,Hayward,3.58,0,50,64,42,1606780800000000000,2023-11-05T05:35:00Z
weather,Hayward,3.36,0,52,65,42,1606867200000000000,2023-11-05T05:36:00Z
weather,Hayward,2.24,0,53,65,43,1606953600000000000,2023-11-05T05:37:00Z
weather,Hayward,2.68,0,53,66,43,1607040000000000000,2023-11-05T05:38:00Z
weather,Hayward,3.8,0,53,64,43,1607126400000000000,2023-11-05T05:39:00Z
weather,Hayward,3.36,0,51,62,42,1607212800000000000,2023-11-05T05:40:00Z
weather,Hayward,6.71,0,58,76,41,1607299200000000000,2023-11-05T05:41:00Z
weather,Hayward,3.13,0,58,72,46,1607385600000000000,2023-11-05T05:42:00Z
weather,Hayward,4.03,0,57,70,43,1607472000000000000,2023-11-05T05:43:00Z
weather,Hayward,4.03,0,55,65,45,1607558400000000000,2023-11-05T05:44:00Z
weather,Hayward,6.49,0.3,52,56,49,1607644800000000000,2023-11-05T05:45:00Z
weather,Hayward,6.93,0.04,56,59,48,1607731200000000000,2023-11-05T05:46:00Z
weather,Hayward,6.71,0.56,54,61,48,1607817600000000000,2023-11-05T05:47:00Z
weather,Hayward,4.03,0,51,58,42,1607904000000000000,2023-11-05T05:48:00Z
weather,Hayward,3.13,0,50,59,43,1607990400000000000,2023-11-05T05:49:00Z
weather,Hayward,3.8,0,51,60,44,1608076800000000000,2023-11-05T05:50:00Z
weather,Hayward,7.61,0.58,56,59,46,1608163200000000000,2023-11-05T05:51:00Z
weather,Hayward,2.46,0,50,61,41,1608249600000000000,2023-11-05T05:52:00Z
weather,Hayward,4.92,0,50,63,39,1608336000000000000,2023-11-05T05:53:00Z
weather,Hayward,4.25,0,50,61,40,1608422400000000000,2023-11-05T05:54:00Z
weather,Hayward,2.46,0,50,60,40,1608508800000000000,2023-11-05T05:55:00Z
weather,Hayward,5.37,0,53,63,44,1608595200000000000,2023-11-05T05:56:00Z
weather,Hayward,5.37,0,51,63,40,1608681600000000000,2023-11-05T05:57:00Z
weather,Hayward,4.92,0,50,57,44,1608768000000000000,2023-11-05T05:58:00Z
weather,Hayward,8.28,0.04,54,65,46,1608854400000000000,2023-11-05T05:59:00Z
weather,Hayward,5.82,0,58,61,47,1608940800000000000,2023-11-05T06:00:00Z
weather,Hayward,4.47,0,52,63,45,1609027200000000000,2023-11-05T06:01:00Z
weather,Hayward,4.25,0.12,53,59,45,1609113600000000000,2023-11-05T06:02:00Z
weather,Hayward,4.03,0,49,60,40,1609200000000000000,2023-11-05T06:03:00Z
weather,Hayward,4.7,0.06,48,57,38,1609286400000000000,2023-11-05T06:04:00Z
weather,Hayward,5.82,0.06,53,61,46,1609372800000000000,2023-11-05T06:05:00Z
weather,Hayward,4.47,0,50,62,41,1609459200000000000,2023-11-05T06:06:00Z
weather,Hayward,1.57,0.07,53,57,51,1609545600000000000,2023-11-05T06:07:00Z
weather,Hayward,2.68,0,52,57,49,1609632000000000000,2023-11-05T06:08:00Z
weather,Hayward,7.61,0.41,55,62,46,1609718400000000000,2023-11-05T06:09:00Z
weather,Hayward,2.68,0,51,59,44,1609804800000000000,2023-11-05T06:10:00Z
weather,Hayward,3.58,0,49,59,41,1609891200000000000,2023-11-05T06:11:00Z
weather,Hayward,5.37,0,52,61,45,1609977600000000000,2023-11-05T06:12:00Z
weather,Hayward,4.25,0,53,61,47,1610064000000000000,2023-11-05T06:13:00Z
weather,Hayward,4.03,0,51,60,41,1610150400000000000,2023-11-05T06:14:00Z
weather,Hayward,5.37,0,51,62,43,1610236800000000000,2023-11-05T06:15:00Z
weather,Hayward,4.03,0,52,61,43,1610323200000000000,2023-11-05T06:16:00Z
weather,Hayward,2.68,0,53,62,48,1610409600000000000,2023-11-05T06:17:00Z
weather,Hayward,3.36,0,54,67,47,1610496000000000000,2023-11-05T06:18:00Z
weather,Hayward,3.13,0,57,67,46,1610582400000000000,2023-11-05T06:19:00Z
weather,Hayward,3.13,0,53,66,44,1610668800000000000,2023-11-05T06:20:00Z
weather,Hayward,2.24,0,57,68,47,1610755200000000000,2023-11-05T06:21:00Z
weather,Hayward,2.68,0,56,71,45,1610841600000000000,2023-11-05T06:22:00Z
weather,Hayward,8.28,0,61,79,49,1610928000000000000,2023-11-05T06:23:00Z
weather,Hayward,15.21,0,62,67,48,1611014400000000000,2023-11-05T06:24:00Z
weather,Hayward,3.8,0,55,64,42,1611100800000000000,2023-11-05T06:25:00Z
weather,Hayward,4.92,0,50,59,38,1611187200000000000,2023-11-05T06:26:00Z
weather,Hayward,6.26,0.02,49,53,44,1611273600000000000,2023-11-05T06:27:00Z
weather,Hayward,5.59,0,48,57,42,1611360000000000000,2023-11-05T06:28:00Z
weather,Hayward,8.95,0.17,47,52,39,1611446400000000000,2023-11-05T06:29:00Z
weather,Hayward,12.53,0,47,54,40,1611532800000000000,2023-11-05T06:30:00Z
weather,Hayward,12.97,0.29,43,51,32,1611619200000000000,2023-11-05T06:31:00Z
weather,Hayward,12.08,0.5,49,54,45,1611705600000000000,2023-11-05T06:32:00Z
weather,Hayward,8.05,1.28,50,55,47,1611792000000000000,2023-11-05T06:33:00Z
weather,Hayward,3.36,0.16,49,55,43,1611878400000000000,2023-11-05T06:34:00Z
weather,Hayward,3.13,0,49,60,44,1611964800000000000,2023-11-05T06:35:00Z
weather,Hayward,3.58,0,55,64,48,1612051200000000000,2023-11-05T06:36:00Z
weather,Hayward,8.5,0.15,54,65,43,1612137600000000000,2023-11-05T06:37:00Z
weather,Hayward,5.82,0.23,56,59,46,1612224000000000000,2023-11-05T06:38:00Z
weather,Hayward,5.82,0,49,57,39,1612310400000000000,2023-11-05T06:39:00Z
weather,Hayward,3.8,0,50,63,39,1612396800000000000,2023-11-05T06:40:00Z
weather,Hayward,3.8,0,51,66,40,1612483200000000000,2023-11-05T06:41:00Z
weather,Hayward,4.03,0,52,66,42,1612569600000000000,2023-11-05T06:42:00Z
weather,Hayward,3.36,0,52,66,41,1612656000000000000,2023-11-05T06:43:00Z
weather,Hayward,3.36,0,50,58,42,1612742400000000000,2023-11-05T06:44:00Z
weather,Hayward,3.36,0,53,57,49,1612828800000000000,2023-11-05T06:45:00Z
weather,Hayward,3.8,0,52,59,45,1612915200000000000,2023-11-05T06:46:00Z
weather,Hayward,4.92,0.58,51,59,46,1613001600000000000,2023-11-05T06:47:00Z
weather,Hayward,9.17,0.01,53,58,49,1613088000000000000,2023-11-05T06:48:00Z
weather,Hayward,10.29,0,54,59,48,1613174400000000000,2023-11-05T06:49:00Z
weather,Hayward,4.25,0.08,49,56,41,1613260800000000000,2023-11-05T06:50:00Z
weather,Hayward,9.17,0.22,53,57,49,1613347200000000000,2023-11-05T06:51:00Z
weather,Hayward,4.7,0,50,57,41,1613433600000000000,2023-11-05T06:52:00Z
weather,Hayward,5.82,0,50,64,39,1613520000000000000,2023-11-05T06:53:00Z
weather,Hayward,4.92,0,51,63,40,1613606400000000000,2023-11-05T06:54:00Z
weather,Hayward,7.16,0.02,55,61,49,1613692800000000000,2023-11-05T06:55:00Z
weather,Hayward,9.17,0.04,53,61,47,1613779200000000000,2023-11-05T06:56:00Z
weather,Hayward,4.47,0,51,62,39,1613865600000000000,2023-11-05T06:57:00Z
weather,Hayward,5.82,0,56,71,43,1613952000000000000,2023-11-05T06:58:00Z
weather,Hayward,3.58,0,58,80,46,1614038400000000000,2023-11-05T06:59:00Z
weather,Hayward,5.37,0,56,72,42,1614124800000000000,2023-11-05T07:00:00Z
weather,Hayward,4.92,0,57,64,43,1614211200000000000,2023-11-05T07:01:00Z
weather,Hayward,6.26,0,51,61,42,1614297600000000000,2023-11-05T07:02:00Z
weather,Hayward,6.71,0,51,64,38,1614384000000000000,2023-11-05T07:03:00Z
weather,Hayward,3.58,0,54,70,40,1614470400000000000,2023-11-05T07:04:00Z
weather,Hayward,4.25,0,54,68,42,1614556800000000000,2023-11-05T07:05:00Z
weather,Hayward,5.14,0,53,63,43,1614643200000000000,2023-11-05T07:06:00Z
weather,Hayward,5.59,0,53,63,45,1614729600000000000,2023-11-05T07:07:00Z
weather,Hayward,4.7,0,51,62,41,1614816000000000000,2023-11-05T07:08:00Z
weather,Hayward,7.38,0.22,53,65,42,1614902400000000000,2023-11-05T07:09:00Z
weather,Hayward,7.83,0.01,53,58,44,1614988800000000000,2023-11-05T07:10:00Z
weather,Hayward,7.61,0,49,59,39,1615075200000000000,2023-11-05T07:11:00Z
weather,Hayward,8.72,0,52,58,45,1615161600000000000,2023-11-05T07:12:00Z
weather,Hayward,8.95,0.17,51,58,44,1615248000000000000,2023-11-05T07:13:00Z
weather,Hayward,7.61,0.64,47,53,43,1615334400000000000,2023-11-05T07:14:00Z
weather,Hayward,5.82,0.18,47,57,43,1615420800000000000,2023-11-05T07:15:00Z
weather,Hayward,6.26,0,50,63,40,1615507200000000000,2023-11-05T07:16:00Z
weather,Hayward,10.07,0,52,55,48,1615593600000000000,2023-11-05T07:17:00Z
weather,Hayward,10.96,0.2,51,59,46,1615680000000000000,2023-11-05T07:18:00Z
weather,Hayward,12.53,0,49,54,40,1615766400000000000,2023-11-05T07:19:00Z
weather,Hayward,7.61,0,47,55,37,1615852800000000000,2023-11-05T07:20:00Z
weather,Hayward,4.25,0,47,55,38,1615939200000000000,2023-11-05T07:21:00Z
weather,Hayward,6.49,0.39,52,58,49,1616025600000000000,2023-11-05T07:22:00Z
weather,Hayward,7.38,0,54,61,48,1616112000000000000,2023-11-05T07:23:00Z
weather,Hayward,8.05,0,51,58,40,1616198400000000000,2023-11-05T07:24:00Z
weather,Hayward,8.5,0,50,63,39,1616284800000000000,2023-11-05T07:25:00Z
weather,Hayward,10.96,0,52,62,47,1616371200000000000,2023-11-05T07:26:00Z
weather,Hayward,10.96,0,54,67,42,1616457600000000000,2023-11-05T07:27:00Z
weather,Hayward,8.95,0,59,67,45,1616544000000000000,2023-11-05T07:28:00Z
weather,Hayward,10.07,0,53,59,47,1616630400000000000,2023-11-05T07:29:00Z
weather,Hayward,6.71,0,53,69,41,1616716800000000000,2023-11-05T07:30:00Z
weather,Hayward,5.59,0,57,74,44,1616803200000000000,2023-11-05T07:31:00Z
weather,Hayward,6.04,0,59,74,46,1616889600000000000,2023-11-05T07:32:00Z
weather,Hayward,7.83,0,54,61,45,1616976000000000000,2023-11-05T07:33:00Z
weather,Hayward,4.92,0,56,79,43,1617062400000000000,2023-11-05T07:34:00Z
weather,Hayward,5.59,0,63,81,49,1617148800000000000,2023-11-05T07:35:00Z
weather,Hayward,5.14,0,66,83,50,1617235200000000000,2023-11-05T07:36:00Z
weather,Hayward,8.05,0,59,65,47,1617321600000000000,2023-11-05T07:37:00Z
weather,Hayward,9.62,0,53,61,51,1617408000000000000,2023-11-05T07:38:00Z
weather,Hayward,9.4,0,54,61,51,1617494400000000000,2023-11-05T07:39:00Z
weather,Hayward,8.95,0,53,58,50,1617580800000000000,2023-11-05T07:40:00Z
weather,Hayward,8.05,0,53,62,50,1617667200000000000,2023-11-05T07:41:00Z
weather,Hayward,10.51,0,52,59,49,1617753600000000000,2023-11-05T07:42:00Z
weather,Hayward,7.61,0,53,62,50,1617840000000000000,2023-11-05T07:43:00Z
weather,Hayward,12.75,0,53,58,49,1617926400000000000,2023-11-05T07:44:00Z
weather,Hayward,8.28,0,53,66,49,1618012800000000000,2023-11-05T07:45:00Z
weather,Hayward,6.71,0,54,70,44,1618099200000000000,2023-11-05T07:46:00Z
weather,Hayward,7.38,0,54,69,47,1618185600000000000,2023-11-05T07:47:00Z
weather,Hayward,10.96,0,54,60,49,1618272000000000000,2023-11-05T07:48:00Z
weather,Hayward,7.61,0,55,67,46,1618358400000000000,2023-11-05T07:49:00Z
weather,Hayward,8.05,0,55,65,45,1618444800000000000,2023-11-05T07:50:00Z
weather,Hayward,7.61,0,53,63,48,1618531200000000000,2023-11-05T07:51:00Z
weather,Hayward,6.04,0,54,65,50,1618617600000000000,2023-11-05T07:52:00Z
weather,Hayward,5.59,0,60,79,47,1618704000000000000,2023-11-05T07:53:00Z
weather,Hayward,8.72,0,55,62,49,1618790400000000000,2023-11-05T07:54:00Z
weather,Hayward,12.3,0,54,58,51,1618876800000000000,2023-11-05T07:55:00Z
weather,Hayward,8.05,0,54,62,50,1618963200000000000,2023-11-05T07:56:00Z
weather,Hayward,10.74,0,54,60,51,1619049600000000000,2023-11-05T07:57:00Z
weather,Hayward,10.74,0,52,64,51,1619136000000000000,2023-11-05T07:58:00Z
weather,Hayward,8.95,0,56,65,50,1619222400000000000,2023-11-05T07:59:00Z
weather,Hayward,8.05,0.06,55,59,49,1619308800000000000,2023-11-05T08:00:00Z
weather,Hayward,8.72,0,52,61,45,1619395200000000000,2023-11-05T08:01:00Z
weather,Hayward,6.04,0,53,68,44,1619481600000000000,2023-11-05T08:02:00Z
weather,Hayward,6.26,0,61,80,47,1619568000000000000,2023-11-05T08:03:00Z
weather,Hayward,6.93,0,60,68,50,1619654400000000000,2023-11-05T08:04:00Z
weather,Hayward,9.4,0,57,64,50,1619740800000000000,2023-11-05T08:05:00Z
weather,Hayward,10.07,0,56,62,52,1619827200000000000,2023-11-05T08:06:00Z
weather,Hayward,9.62,0,57,68,51,1619913600000000000,2023-11-05T08:07:00Z
weather,Hayward,6.26,0,61,78,49,1620000000000000000,2023-11-05T08:08:00Z
weather,Hayward,6.26,0,64,78,54,1620086400000000000,2023-11-05T08:09:00Z
weather,Hayward,7.38,0,62,75,52,1620172800000000000,2023-11-05T08:10:00Z
weather,Hayward,8.72,0,55,63,51,1620259200000000000,2023-11-05T08:11:00Z
weather,Hayward,8.72,0,57,67,52,1620345600000000000,2023-11-05T08:12:00Z
weather,Hayward,6.26,0,60,77,48,1620432000000000000,2023-11-05T08:13:00Z
weather,Hayward,6.71,0,64,75,53,1620518400000000000,2023-11-05T08:14:00Z
weather,Hayward,6.26,0,63,81,52,1620604800000000000,2023-11-05T08:15:00Z
weather,Hayward,5.82,0,64,77,53,1620691200000000000,2023-11-05T08:16:00Z
weather,Hayward,8.05,0,59,71,49,1620777600000000000,2023-11-05T08:17:00Z
weather,Hayward,7.83,0,57,67,52,1620864000000000000,2023-11-05T08:18:00Z
weather,Hayward,11.86,0,55,60,51,1620950400000000000,2023-11-05T08:19:00Z
weather,Hayward,9.84,0.03,54,61,51,1621036800000000000,2023-11-05T08:20:00Z
weather,Hayward,10.51,0,57,64,53,1621123200000000000,2023-11-05T08:21:00Z
weather,Hayward,11.41,0,56,61,52,1621209600000000000,2023-11-05T08:22:00Z
weather,Hayward,10.74,0,58,68,53,1621296000000000000,2023-11-05T08:23:00Z
weather,Hayward,17,0,56,63,51,1621382400000000000,2023-11-05T08:24:00Z
weather,Hayward,11.41,0,56,65,47,1621468800000000000,2023-11-05T08:25:00Z
weather,Hayward,9.84,0,57,64,49,1621555200000000000,2023-11-05T08:26:00Z
weather,Hayward,8.72,0,57,70,46,1621641600000000000,2023-11-05T08:27:00Z
weather,Hayward,9.4,0,56,63,52,1621728000000000000,2023-11-05T08:28:00Z
weather,Hayward,8.28,0,57,68,50,1621814400000000000,2023-11-05T08:29:00Z
weather,Hayward,8.5,0,58,63,54,1621900800000000000,2023-11-05T08:30:00Z
weather,Hayward,8.95,0,58,68,50,1621987200000000000,2023-11-05T08:31:00Z
weather,Hayward,8.5,0,57,66,52,1622073600000000000,2023-11-05T08:32:00Z
weather,Hayward,9.4,0,59,67,53,1622160000000000000,2023-11-05T08:33:00Z
weather,Hayward,11.86,0,56,61,53,1622246400000000000,2023-11-05T08:34:00Z
weather,Hayward,5.82,0,60,77,53,1622332800000000000,2023-11-05T08:35:00Z
weather,Hayward,6.04,0,65,83,54,1622419200000000000,2023-11-05T08:36:00Z
weather,Hayward,9.17,0,63,73,52,1622505600000000000,2023-11-05T08:37:00Z
weather,Hayward,8.5,0,58,68,53,1622592000000000000,2023-11-05T08:38:00Z
weather,Hayward,6.93,0,60,77,54,1622678400000000000,2023-11-05T08:39:00Z
weather,Hayward,7.61,0,59,67,54,1622764800000000000,2023-11-05T08:40:00Z
weather,Hayward,6.93,0,60,74,53,1622851200000000000,2023-11-05T08:41:00Z
weather,Hayward,7.16,0,60,69,52,1622937600000000000,2023-11-05T08:42:00Z
weather,Hayward,13.42,0,59,64,54,1623024000000000000,2023-11-05T08:43:00Z
weather,Hayward,12.53,0,58,65,53,1623110400000000000,2023-11-05T08:44:00Z
weather,Hayward,12.3,0,58,64,53,1623196800000000000,2023-11-05T08:45:00Z
weather,Hayward,10.74,0,58,67,52,1623283200000000000,2023-11-05T08:46:00Z
weather,Hayward,8.5,0,61,71,54,1623369600000000000,2023-11-05T08:47:00Z
weather,Hayward,8.28,0,66,78,61,1623456000000000000,2023-11-05T08:48:00Z
weather,Hayward,7.83,0,65,75,59,1623542400000000000,2023-11-05T08:49:00Z
weather,Hayward,10.96,0,66,72,58,1623628800000000000,2023-11-05T08:50:00Z
weather,Hayward,7.38,0,63,74,55,1623715200000000000,2023-11-05T08:51:00Z
weather,Hayward,6.49,0,69,88,56,1623801600000000000,2023-11-05T08:52:00Z
weather,Hayward,5.82,0,74,96,62,1623888000000000000,2023-11-05T08:53:00Z
weather,Hayward,6.26,0,72,88,59,1623974400000000000,2023-11-05T08:54:00Z
weather,Hayward,8.28,0,68,80,56,1624060800000000000,2023-11-05T08:55:00Z
weather,Hayward,9.17,0,63,76,55,1624147200000000000,2023-11-05T08:56:00Z
weather,Hayward,9.4,0,63,73,58,1624233600000000000,2023-11-05T08:57:00Z
weather,Hayward,9.4,0,66,74,61,1624320000000000000,2023-11-05T08:58:00Z
weather,Hayward,10.29,0,66,73,60,1624406400000000000,2023-11-05T08:59:00Z
weather,Hayward,10.74,0,63,72,59,1624492800000000000,2023-11-05T09:00:00Z
weather,Hayward,10.29,0,62,70,57,1624579200000000000,2023-11-05T09:01:00Z
weather,Hayward,9.4,0,62,72,58,1624665600000000000,2023-11-05T09:02:00Z
weather,Hayward,9.17,0,61,67,57,1624752000000000000,2023-11-05T09:03:00Z
weather,Hayward,8.72,0,60,67,57,1624838400000000000,2023-11-05T09:04:00Z
weather,Hayward,7.38,0,62,70,58,1624924800000000000,2023-11-05T09:05:00Z
weather,Hayward,12.97,0,63,69,58,1625011200000000000,2023-11-05T09:06:00Z
weather,Hayward,10.96,0,63,73,59,1625097600000000000,2023-11-05T09:07:00Z
weather,Hayward,9.17,0,63,74,59,1625184000000000000,2023-11-05T09:08:00Z
weather,Hayward,9.84,0,62,71,58,1625270400000000000,2023-11-05T09:09:00Z
weather,Hayward,9.17,0,64,72,59,1625356800000000000,2023-11-05T09:10:00Z
weather,Hayward,8.95,0,63,73,58,1625443200000000000,2023-11-05T09:11:00Z
weather,Hayward,9.84,0,60,66,56,1625529600000000000,2023-11-05T09:12:00Z
weather,Hayward,10.74,0,59,65,55,1625616000000000000,2023-11-05T09:13:00Z
weather,Hayward,5.37,0,64,82,57,1625702400000000000,2023-11-05T09:14:00Z
weather,Hayward,8.72,0,70,82,57,1625788800000000000,2023-11-05T09:15:00Z
weather,Hayward,7.61,0,64,77,55,1625875200000000000,2023-11-05T09:16:00Z
weather,Hayward,9.4,0,62,68,56,1625961600000000000,2023-11-05T09:17:00Z
weather,Hayward,12.08,0,59,65,55,1626048000000000000,2023-11-05T09:18:00Z
weather,Hayward,11.86,0,59,68,56,1626134400000000000,2023-11-05T09:19:00Z
weather,Hayward,9.17,0,62,72,57,1626220800000000000,2023-11-05T09:20:00Z
weather,Hayward,11.41,0,60,66,55,1626307200000000000,2023-11-05T09:21:00Z
weather,Hayward,7.61,0,61,73,55,1626393600000000000,2023-11-05T09:22:00Z
weather,Hayward,7.38,0,63,77,56,1626480000000000000,2023-11-05T09:23:00Z
weather,Hayward,6.71,0,65,81,55,1626566400000000000,2023-11-05T09:24:00Z
weather,Hayward,7.83,0,66,76,58,1626652800000000000,2023-11-05T09:25:00Z
weather,Hayward,7.16,0,61,69,58,1626739200000000000,2023-11-05T09:26:00Z
weather,Hayward,7.61,0,62,71,56,1626825600000000000,2023-11-05T09:27:00Z
weather,Hayward,7.83,0,62,69,56,1626912000000000000,2023-11-05T09:28:00Z
weather,Hayward,6.49,0,63,78,54,1626998400000000000,2023-11-05T09:29:00Z
weather,Hayward,7.61,0,63,76,55,1627084800000000000,2023-11-05T09:30:00Z
weather,Hayward,8.05,0,64,75,56,1627171200000000000,2023-11-05T09:31:00Z
weather,Hayward,7.61,0,63,74,57,1627257600000000000,2023-11-05T09:32:00Z
weather,Hayward,7.16,0,66,83,59,1627344000000000000,2023-11-05T09:33:00Z
weather,Hayward,8.05,0,66,79,57,1627430400000000000,2023-11-05T09:34:00Z
weather,Hayward,6.93,0,66,79,58,1627516800000000000,2023-11-05T09:35:00Z
weather,Hayward,8.5,0,65,78,57,1627603200000000000,2023-11-05T09:36:00Z
weather,Hayward,7.83,0,65,78,58,1627689600000000000,2023-11-05T09:37:00Z
weather,Hayward,10.07,0,64,73,58,1627776000000000000,2023-11-05T09:38:00Z
weather,Hayward,8.5,0,65,75,57,1627862400000000000,2023-11-05T09:39:00Z
weather,Hayward,8.05,0,63,75,57,1627948800000000000,2023-11-05T09:40:00Z
weather,Hayward,9.17,0,62,69,57,1628035200000000000,2023-11-05T09:41:00Z
weather,Hayward,9.4,0,62,67,58,1628121600000000000,2023-11-05T09:42:00Z
weather,Hayward,5.82,0,66,79,60,1628208000000000000,2023-11-05T09:43:00Z
weather,Hayward,6.71,0,65,79,59,1628294400000000000,2023-11-05T09:44:00Z
weather,Hayward,7.61,0,65,78,59,1628380800000000000,2023-11-05T09:45:00Z
weather,Hayward,7.83,0,64,78,58,1628467200000000000,2023-11-05T09:46:00Z
weather,Hayward,7.16,0,65,81,58,1628553600000000000,2023-11-05T09:47:00Z
weather,Hayward,8.28,0,67,78,59,1628640000000000000,2023-11-05T09:48:00Z
weather,Hayward,7.38,0,65,76,59,1628726400000000000,2023-11-05T09:49:00Z
weather,Hayward,6.71,0,65,73,59,1628812800000000000,2023-11-05T09:50:00Z
weather,Hayward,7.83,0,65,74,60,1628899200000000000,2023-11-05T09:51:00Z
weather,Hayward,6.26,0,65,77,60,1628985600000000000,2023-11-05T09:52:00Z
weather,Hayward,6.04,0,65,75,60,1629072000000000000,2023-11-05T09:53:00Z
weather,Hayward,7.83,0,65,71,60,1629158400000000000,2023-11-05T09:54:00Z
weather,Hayward,5.82,0,65,76,58,1629244800000000000,2023-11-05T09:55:00Z
weather,Hayward,6.93,0,65,74,60,1629331200000000000,2023-11-05T09:56:00Z
weather,Hayward,7.16,0,64,74,60,1629417600000000000,2023-11-05T09:57:00Z
weather,Hayward,8.5,0,65,71,60,1629504000000000000,2023-11-05T09:58:00Z
weather,Hayward,7.38,0,63,73,57,1629590400000000000,2023-11-05T09:59:00Z
weather,Hayward,6.71,0,63,74,58,1629676800000000000,2023-11-05T10:00:00Z
weather,Hayward,8.05,0,63,73,58,1629763200000000000,2023-11-05T10:01:00Z
weather,Hayward,7.83,0,62,72,57,1629849600000000000,2023-11-05T10:02:00Z
weather,Hayward,5.82,0,64,80,55,1629936000000000000,2023-11-05T10:03:00Z
weather,Hayward,4.7,0,71,92,59,1630022400000000000,2023-11-05T10:04:00Z
weather,Hayward,4.7,0,75,93,60,1630108800000000000,2023-11-05T10:05:00Z
weather,Hayward,6.71,0,70,82,58,1630195200000000000,2023-11-05T10:06:00Z
weather,Hayward,7.16,0,64,78,56,1630281600000000000,2023-11-05T10:07:00Z
weather,Hayward,6.93,0,63,74,55,1630368000000000000,2023-11-05T10:08:00Z
weather,Hayward,9.4,0,63,71,57,1630454400000000000,2023-11-05T10:09:00Z
weather,Hayward,7.16,0,62,70,57,1630540800000000000,2023-11-05T10:10:00Z
weather,Hayward,7.16,0,62,72,55,1630627200000000000,2023-11-05T10:11:00Z
weather,Hayward,5.37,0,61,79,52,1630713600000000000,2023-11-05T10:12:00Z
weather,Hayward,4.03,0,65,86,53,1630800000000000000,2023-11-05T10:13:00Z
weather,Hayward,3.58,0,68,89,56,1630886400000000000,2023-11-05T10:14:00Z
weather,Hayward,5.14,0,69,77,59,1630972800000000000,2023-11-05T10:15:00Z
weather,Hayward,5.37,0,69,84,61,1631059200000000000,2023-11-05T10:16:00Z
weather,Hayward,7.38,0,65,73,60,1631145600000000000,2023-11-05T10:17:00Z
weather,Hayward,6.49,0.01,64,71,60,1631232000000000000,2023-11-05T10:18:00Z
weather,Hayward,5.82,0,64,75,56,1631318400000000000,2023-11-05T10:19:00Z
weather,Hayward,4.92,0,65,82,56,1631404800000000000,2023-11-05T10:20:00Z
weather,Hayward,5.82,0,66,80,58,1631491200000000000,2023-11-05T10:21:00Z
weather,Hayward,6.04,0,65,78,56,1631577600000000000,2023-11-05T10:22:00Z
weather,Hayward,8.05,0,62,73,57,1631664000000000000,2023-11-05T10:23:00Z
weather,Hayward,8.5,0,61,69,58,1631750400000000000,2023-11-05T10:24:00Z
weather,Hayward,8.05,0,62,71,58,1631836800000000000,2023-11-05T10:25:00Z
weather,Hayward,7.83,0,63,71,58,1631923200000000000,2023-11-05T10:26:00Z
weather,Hayward,8.05,0,66,73,59,1632009600000000000,2023-11-05T10:27:00Z
weather,Hayward,4.92,0,66,86,55,1632096000000000000,2023-11-05T10:28:00Z
weather,Hayward,6.04,0,73,93,60,1632182400000000000,2023-11-05T10:29:00Z
weather,Hayward,5.82,0,71,80,56,1632268800000000000,2023-11-05T10:30:00Z
weather,Hayward,4.25,0,64,84,53,1632355200000000000,2023-11-05T10:31:00Z
weather,Hayward,5.37,0,67,78,57,1632441600000000000,2023-11-05T10:32:00Z
weather,Hayward,8.05,0,62,69,58,1632528000000000000,2023-11-05T10:33:00Z
weather,Hayward,8.5,0,62,66,58,1632614400000000000,2023-11-05T10:34:00Z
weather,Hayward,7.61,0,63,71,59,1632700800000000000,2023-11-05T10:35:00Z
weather,Hayward,7.61,0,64,74,55,1632787200000000000,2023-11-05T10:36:00Z
weather,Hayward,5.59,0,62,75,52,1632873600000000000,2023-11-05T10:37:00Z
weather,Hayward,4.25,0,65,85,53,1632960000000000000,2023-11-05T10:38:00Z
weather,Hayward,4.25,0,69,89,56,1633046400000000000,2023-11-05T10:39:00Z
weather,Hayward,3.8,0,70,89,56,1633132800000000000,2023-11-05T10:40:00Z
weather,Hayward,4.7,0,71,90,58,1633219200000000000,2023-11-05T10:41:00Z
